Name,API_Name,Instance_Memory,vCPUs,GiB_of_Memory_per_vCPU,GPUs,Instance_Storage,On_Demand,Linux_Reserved_cost,Windows_Reserved_Cost,Windows_Spot_Cost,Service_Provider
Standard E4s v5,E4s v5,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,0,$0.2520 hourly,$0.1486 hourly,$0.3326 hourly,$0.0436 hourly,Microsoft Azure
Standard E4 v3,E4 v3,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,100,$0.2520 hourly,$0.1564 hourly,$0.3404 hourly,$0.0436 hourly,Microsoft Azure
Standard E4 v4,E4 v4,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,0,$0.2520 hourly,$0.1482 hourly,$0.3322 hourly,$0.0436 hourly,Microsoft Azure
Standard E4 v5,E4 v5,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,0,$0.2520 hourly,$0.1486 hourly,$0.3326 hourly,$0.0436 hourly,Microsoft Azure
Standard E4ads v5,E4ads v5,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,150,$0.2620 hourly,$0.1546 hourly,$0.3386 hourly,$0.0446 hourly,Microsoft Azure
Standard EC4ads v5,EC4ads v5,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,150,$0.2620 hourly,$0.2096 hourly,$0.3936 hourly,$0.3122 hourly,Microsoft Azure
E4ads v6,E4ads v6,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,150,$0.2640 hourly,unavailable,unavailable,$0.1120 hourly,Microsoft Azure
B8als v2,B8als v2,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,0,$0.2660 hourly,$0.1572 hourly,$0.1892 hourly,$0.0757 hourly,Microsoft Azure
B8ps v2,B8ps v2,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,0,$0.2690 hourly,$0.1586 hourly,unavailable,unavailable,Microsoft Azure
Standard D8pls v5,D8pls v5,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,0,$0.2720 hourly,$0.1605 hourly,unavailable,unavailable,Microsoft Azure
F4as v6,F4as v6,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,0,0,$0.2840 hourly,unavailable,unavailable,$0.1170 hourly,Microsoft Azure
Standard E4ds v4,E4ds v4,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,150,$0.2880 hourly,$0.1693 hourly,$0.3533 hourly,$0.0472 hourly,Microsoft Azure
Standard E4ds v5,E4ds v5,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,150,$0.2880 hourly,$0.1699 hourly,$0.3539 hourly,$0.0472 hourly,Microsoft Azure
Standard E4d v4,E4d v4,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,150,$0.2880 hourly,$0.1693 hourly,$0.3533 hourly,$0.0472 hourly,Microsoft Azure
Standard E4d v5,E4d v5,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,150,$0.2880 hourly,$0.1699 hourly,$0.3539 hourly,$0.0472 hourly,Microsoft Azure
D8als v6,D8als v6,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,0,$0.2920 hourly,unavailable,unavailable,$0.1650 hourly,Microsoft Azure
Standard D3 v2,D3 v2,14.0 GiB,4 vCPUs,3.50 GiB/vCPU,0,200,$0.2930 hourly,$0.1235 hourly,$0.3075 hourly,$0.0525 hourly,Microsoft Azure
Standard DS3 v2,DS3 v2,14.0 GiB,4 vCPUs,3.50 GiB/vCPU,0,28,$0.2930 hourly,$0.1235 hourly,$0.3075 hourly,$0.0525 hourly,Microsoft Azure
B8ls v2,B8ls v2,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,0,$0.2950 hourly,$0.1739 hourly,$0.2059 hourly,$0.0830 hourly,Microsoft Azure
Standard E4bs v5,E4bs v5,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,0,$0.2980 hourly,$0.1758 hourly,$0.3598 hourly,$0.0482 hourly,Microsoft Azure
B8as v2,B8as v2,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,0,$0.3010 hourly,$0.1775 hourly,$0.2095 hourly,$0.0845 hourly,Microsoft Azure
Standard D8plds v5,D8plds v5,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,300,$0.3070 hourly,$0.1813 hourly,unavailable,unavailable,Microsoft Azure
Standard D8ps v5,D8ps v5,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,0,$0.3080 hourly,$0.1817 hourly,unavailable,unavailable,Microsoft Azure
Standard D3,D3,14.0 GiB,4 vCPUs,3.50 GiB/vCPU,0,200,$0.3080 hourly,$0.1630 hourly,$0.3470 hourly,$0.0560 hourly,Microsoft Azure
D3s,D3s,14.0 GiB,4 vCPUs,3.50 GiB/vCPU,0,28,$0.3080 hourly,$0.1630 hourly,$0.3470 hourly,$0.0560 hourly,Microsoft Azure
Standard B8ms,B8ms,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,64,$0.3330 hourly,$0.1948 hourly,$0.2268 hourly,unavailable,Microsoft Azure
B8s v2,B8s v2,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,0,$0.3330 hourly,$0.1963 hourly,$0.2283 hourly,$0.0925 hourly,Microsoft Azure
Standard E4bds v5,E4bds v5,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,150,$0.3340 hourly,$0.1970 hourly,$0.3810 hourly,$0.0518 hourly,Microsoft Azure
Standard F8s v2,F8s v2,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,64,$0.3380 hourly,$0.1999 hourly,$0.5679 hourly,$0.0651 hourly,Microsoft Azure
D8ls v5,D8ls v5,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,0,$0.3400 hourly,$0.2006 hourly,$0.5686 hourly,$0.1770 hourly,Microsoft Azure
Standard D8as v5,D8as v5,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,0,$0.3440 hourly,$0.2030 hourly,$0.5710 hourly,$0.0712 hourly,Microsoft Azure
Standard DC8as v5,DC8as v5,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,0,$0.3440 hourly,$0.2752 hourly,$0.6432 hourly,$0.4984 hourly,Microsoft Azure
D8alds v6,D8alds v6,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,300,$0.3460 hourly,unavailable,unavailable,$0.1785 hourly,Microsoft Azure
D4as v6,D4as v6,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,0,0,$0.3490 hourly,unavailable,unavailable,$0.0872 hourly,Microsoft Azure
Standard D8pds v5,D8pds v5,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,300,$0.3620 hourly,$0.2134 hourly,unavailable,unavailable,Microsoft Azure
Standard D12 v2,D12 v2,28.0 GiB,4 vCPUs,7.00 GiB/vCPU,0,200,$0.3710 hourly,$0.1764 hourly,$0.3604 hourly,$0.0550 hourly,Microsoft Azure
Standard DS12,DS12-1 v2,28.0 GiB,4 vCPUs,7.00 GiB/vCPU,0,56,$0.3710 hourly,$0.1764 hourly,$0.3604 hourly,$0.0550 hourly,Microsoft Azure
Standard DS12 v2,DS12 v2,28.0 GiB,4 vCPUs,7.00 GiB/vCPU,0,56,$0.3710 hourly,$0.1764 hourly,$0.3604 hourly,$0.0550 hourly,Microsoft Azure
F4ams v6,F4ams v6,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,0,$0.3720 hourly,unavailable,unavailable,$0.1390 hourly,Microsoft Azure
Standard FX4mds,FX4mds,84.0 GiB,4 vCPUs,21.00 GiB/vCPU,0,168,$0.3720 hourly,$0.2195 hourly,$0.4035 hourly,$0.0556 hourly,Microsoft Azure
Standard D8as v4,D8as v4,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,64,$0.3840 hourly,$0.2258 hourly,$0.5938 hourly,$0.0752 hourly,Microsoft Azure
Standard D8a v4,D8a v4,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,200,$0.3840 hourly,$0.2258 hourly,$0.5938 hourly,$0.0752 hourly,Microsoft Azure
D8lds v5,D8lds v5,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,300,$0.3840 hourly,$0.2266 hourly,$0.5946 hourly,$0.1880 hourly,Microsoft Azure
Standard D8s v3,D8s v3,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,64,$0.3840 hourly,$0.2290 hourly,$0.5970 hourly,$0.0752 hourly,Microsoft Azure
Standard D8s v4,D8s v4,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,0,$0.3840 hourly,$0.2258 hourly,$0.5938 hourly,$0.0752 hourly,Microsoft Azure
Standard D8s v5,D8s v5,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,0,$0.3840 hourly,$0.2266 hourly,$0.5946 hourly,$0.0752 hourly,Microsoft Azure
Standard D8 v3,D8 v3,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,200,$0.3840 hourly,$0.2290 hourly,$0.5970 hourly,$0.0752 hourly,Microsoft Azure
Standard D8 v4,D8 v4,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,0,$0.3840 hourly,$0.2266 hourly,$0.5946 hourly,$0.0752 hourly,Microsoft Azure
Standard D8 v5,D8 v5,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,0,$0.3840 hourly,$0.2266 hourly,$0.5946 hourly,$0.0752 hourly,Microsoft Azure
Standard DC4s v2,DC4s v2,16.0 GiB,4 vCPUs,4.00 GiB/vCPU,0,200,$0.3840 hourly,$0.3072 hourly,$0.4912 hourly,$0.0568 hourly,Microsoft Azure
Standard DC4s v3,DC4s v3,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,0,$0.3840 hourly,$0.3072 hourly,$0.4912 hourly,$0.0568 hourly,Microsoft Azure
Standard D12,D12,28.0 GiB,4 vCPUs,7.00 GiB/vCPU,0,200,$0.3860 hourly,$0.2322 hourly,$0.4162 hourly,$0.0528 hourly,Microsoft Azure
D12s,D12s,28.0 GiB,4 vCPUs,7.00 GiB/vCPU,0,56,$0.3860 hourly,$0.2322 hourly,$0.4162 hourly,$0.0528 hourly,Microsoft Azure
Standard F8,F8,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,128,$0.3980 hourly,$0.2477 hourly,$0.6157 hourly,$0.0798 hourly,Microsoft Azure
Standard F8s,F8s,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,32,$0.3980 hourly,$0.2477 hourly,$0.6157 hourly,$0.0798 hourly,Microsoft Azure
Standard A8 v2,A8 v2,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,80,$0.3990 hourly,$0.2354 hourly,$0.6034 hourly,$0.0600 hourly,Microsoft Azure
E4as v6,E4as v6,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,0,$0.4010 hourly,unavailable,unavailable,$0.0542 hourly,Microsoft Azure
Standard E8ps v5,E8ps v5,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,0,$0.4030 hourly,$0.2379 hourly,unavailable,unavailable,Microsoft Azure
Standard D8ads v5,D8ads v5,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,300,$0.4120 hourly,$0.2430 hourly,$0.6110 hourly,$0.0780 hourly,Microsoft Azure
Standard DC8ads v5,DC8ads v5,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,300,$0.4120 hourly,$0.3296 hourly,$0.6976 hourly,$0.5460 hourly,Microsoft Azure
D8ads v6,D8ads v6,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,300,$0.4150 hourly,unavailable,unavailable,$0.1958 hourly,Microsoft Azure
Standard D8ds v4,D8ds v4,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,300,$0.4520 hourly,$0.2657 hourly,$0.6338 hourly,$0.0820 hourly,Microsoft Azure
Standard D8ds v5,D8ds v5,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,300,$0.4520 hourly,$0.2667 hourly,$0.6347 hourly,$0.0820 hourly,Microsoft Azure
Standard D8d v4,D8d v4,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,300,$0.4520 hourly,$0.2657 hourly,$0.6338 hourly,$0.0820 hourly,Microsoft Azure
Standard D8d v5,D8d v5,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,300,$0.4520 hourly,$0.2667 hourly,$0.6347 hourly,$0.0820 hourly,Microsoft Azure
Standard E8as v5,E8as v5,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,0,$0.4520 hourly,$0.2667 hourly,$0.6347 hourly,$0.0820 hourly,Microsoft Azure
Standard EC8as v5,EC8as v5,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,0,$0.4520 hourly,$0.3616 hourly,$0.7296 hourly,$0.5740 hourly,Microsoft Azure
Standard DC4ds v3,DC4ds v3,32.0 GiB,4 vCPUs,8.00 GiB/vCPU,0,300,$0.4520 hourly,$0.3616 hourly,$0.5456 hourly,$0.0636 hourly,Microsoft Azure
Standard NV6ads A10 v5,NV6adsv5,55.0 GiB,6 vCPUs,9.17 GiB/vCPU,1/6X A10,180,$0.4540 hourly,$0.2905 hourly,$0.5665 hourly,$0.1825 hourly,Microsoft Azure
Standard E8pds v5,E8pds v5,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300,$0.4610 hourly,$0.2719 hourly,unavailable,unavailable,Microsoft Azure
Standard A8m v2,A8m v2,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,80,$0.4750 hourly,$0.2801 hourly,$0.6481 hourly,$0.0720 hourly,Microsoft Azure
B16pls v2,B16pls v2,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,0,$0.4760 hourly,$0.2808 hourly,unavailable,unavailable,Microsoft Azure
Basic A4,A4,14.0 GiB,8 vCPUs,1.75 GiB/vCPU,0,240,$0.4800 hourly,unavailable,unavailable,$0.5040 hourly,Microsoft Azure
Standard B12ms,B12ms,48.0 GiB,12 vCPUs,4.00 GiB/vCPU,0,96,$0.4990 hourly,$0.2921 hourly,$0.3401 hourly,unavailable,Microsoft Azure
Standard A6,A6,28.0 GiB,4 vCPUs,7.00 GiB/vCPU,0,285,$0.5000 hourly,unavailable,unavailable,$0.4620 hourly,Microsoft Azure
F8als v6,F8als v6,16.0 GiB,8 vCPUs,2.00 GiB/vCPU,0,0,$0.5020 hourly,unavailable,unavailable,$0.2175 hourly,Microsoft Azure
E8-2ads v5,E8-2ads v5,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300,$0.5040 hourly,$0.2974 hourly,$0.6654 hourly,$0.0872 hourly,Microsoft Azure
Standard E8as v4,E8as v4,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,128,$0.5040 hourly,$0.2964 hourly,$0.6643 hourly,$0.0872 hourly,Microsoft Azure
Standard E8a v4,E8a v4,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,200,$0.5040 hourly,$0.2964 hourly,$0.6643 hourly,$0.0872 hourly,Microsoft Azure
Standard E8s v3,E8s v3,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,128,$0.5040 hourly,$0.3128 hourly,$0.6808 hourly,$0.0872 hourly,Microsoft Azure
Standard E8s v4,E8s v4,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,0,$0.5040 hourly,$0.2964 hourly,$0.6643 hourly,$0.0872 hourly,Microsoft Azure
Standard E8s v5,E8s v5,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,0,$0.5040 hourly,$0.2974 hourly,$0.6654 hourly,$0.0872 hourly,Microsoft Azure
Standard E8 v3,E8 v3,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,200,$0.5040 hourly,$0.3128 hourly,$0.6808 hourly,$0.0872 hourly,Microsoft Azure
Standard E8 v4,E8 v4,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,0,$0.5040 hourly,$0.2964 hourly,$0.6643 hourly,$0.0872 hourly,Microsoft Azure
Standard E8 v5,E8 v5,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,0,$0.5040 hourly,$0.2974 hourly,$0.6654 hourly,$0.0872 hourly,Microsoft Azure
Standard E8ads v5,E8ads v5,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300,$0.5240 hourly,$0.3091 hourly,$0.6771 hourly,$0.0892 hourly,Microsoft Azure
Standard EC8ads v5,EC8ads v5,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300,$0.5240 hourly,$0.4192 hourly,$0.7872 hourly,$0.6244 hourly,Microsoft Azure
NC4as T4 v3,NC4as T4 v3,28.0 GiB,4 vCPUs,7.00 GiB/vCPU,1X T4,180,$0.5260 hourly,$0.3093 hourly,$0.4933 hourly,$0.0710 hourly,Microsoft Azure
E8ads v6,E8ads v6,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300,$0.5280 hourly,unavailable,unavailable,$0.2240 hourly,Microsoft Azure
B16als v2,B16als v2,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,0,$0.5330 hourly,$0.3143 hourly,$0.3783 hourly,$0.1515 hourly,Microsoft Azure
B16ps v2,B16ps v2,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,0,$0.5380 hourly,$0.3172 hourly,unavailable,unavailable,Microsoft Azure
Standard D16pls v5,D16pls v5,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,0,$0.5440 hourly,$0.3210 hourly,unavailable,unavailable,Microsoft Azure
F8as v6,F8as v6,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,0,$0.5680 hourly,unavailable,unavailable,$0.2340 hourly,Microsoft Azure
Standard E8ds v4,E8ds v4,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300,$0.5760 hourly,$0.3387 hourly,$0.7067 hourly,$0.0944 hourly,Microsoft Azure
Standard E8ds v5,E8ds v5,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300,$0.5760 hourly,$0.3398 hourly,$0.7078 hourly,$0.0944 hourly,Microsoft Azure
Standard E8d v4,E8d v4,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300,$0.5760 hourly,$0.3387 hourly,$0.7067 hourly,$0.0944 hourly,Microsoft Azure
Standard E8d v5,E8d v5,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300,$0.5760 hourly,$0.3398 hourly,$0.7078 hourly,$0.0944 hourly,Microsoft Azure
D16als v6,D16als v6,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,0,$0.5840 hourly,unavailable,unavailable,$0.3300 hourly,Microsoft Azure
Standard D4 v2,D4 v2,28.0 GiB,8 vCPUs,3.50 GiB/vCPU,0,400,$0.5850 hourly,$0.2480 hourly,$0.6159 hourly,$0.1050 hourly,Microsoft Azure
Standard DS4 v2,DS4 v2,28.0 GiB,8 vCPUs,3.50 GiB/vCPU,0,56,$0.5850 hourly,$0.2480 hourly,$0.6159 hourly,$0.1050 hourly,Microsoft Azure
B16ls v2,B16ls v2,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,0,$0.5890 hourly,$0.3478 hourly,$0.4118 hourly,$0.1658 hourly,Microsoft Azure
Standard E8bs v5,E8bs v5,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,0,$0.5960 hourly,$0.3516 hourly,$0.7196 hourly,$0.0964 hourly,Microsoft Azure
B16as v2,B16as v2,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,0,$0.6020 hourly,$0.3549 hourly,$0.4189 hourly,$0.1688 hourly,Microsoft Azure
Standard D16plds v5,D16plds v5,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,600,$0.6140 hourly,$0.3624 hourly,unavailable,unavailable,Microsoft Azure
Standard D16ps v5,D16ps v5,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,0,$0.6160 hourly,$0.3635 hourly,unavailable,unavailable,Microsoft Azure
Standard D4,D4,28.0 GiB,8 vCPUs,3.50 GiB/vCPU,0,400,$0.6160 hourly,$0.3242 hourly,$0.6922 hourly,$0.1120 hourly,Microsoft Azure
D4s,D4s,28.0 GiB,8 vCPUs,3.50 GiB/vCPU,0,56,$0.6160 hourly,$0.3242 hourly,$0.6922 hourly,$0.1120 hourly,Microsoft Azure
Standard L8as v3,L8as v3,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,80,$0.6240 hourly,$0.3993 hourly,$0.7673 hourly,$0.1093 hourly,Microsoft Azure
Standard L8s v2,L8s v2,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,80,$0.6240 hourly,$0.3975 hourly,$0.7655 hourly,$0.0992 hourly,Microsoft Azure
Standard B16ms,B16ms,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,128,$0.6660 hourly,$0.3895 hourly,$0.4535 hourly,unavailable,Microsoft Azure
B16s v2,B16s v2,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,0,$0.6660 hourly,$0.3927 hourly,$0.4567 hourly,$0.1847 hourly,Microsoft Azure
Standard E8bds v5,E8bds v5,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,300,$0.6680 hourly,$0.3941 hourly,$0.7621 hourly,$0.1036 hourly,Microsoft Azure
Standard F16s v2,F16s v2,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,128,$0.6770 hourly,$0.3999 hourly,$1.1359 hourly,$0.1302 hourly,Microsoft Azure
D16ls v5,D16ls v5,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,0,$0.6800 hourly,$0.4013 hourly,$1.1373 hourly,$0.3540 hourly,Microsoft Azure
Standard D16as v5,D16as v5,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,0,$0.6880 hourly,$0.4059 hourly,$1.1419 hourly,$0.1424 hourly,Microsoft Azure
Standard DC16as v5,DC16as v5,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,0,$0.6880 hourly,$0.5505 hourly,$1.2865 hourly,$0.9968 hourly,Microsoft Azure
D16alds v6,D16alds v6,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,600,$0.6930 hourly,unavailable,unavailable,$0.3573 hourly,Microsoft Azure
Standard L8s v3,L8s v3,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,80,$0.6960 hourly,$0.4454 hourly,$0.8134 hourly,$0.1064 hourly,Microsoft Azure
D8as v6,D8as v6,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,0,$0.6980 hourly,unavailable,unavailable,$0.1745 hourly,Microsoft Azure
Standard D16pds v5,D16pds v5,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,600,$0.7230 hourly,$0.4267 hourly,unavailable,unavailable,Microsoft Azure
Standard D13 v2,D13 v2,56.0 GiB,8 vCPUs,7.00 GiB/vCPU,0,400,$0.7410 hourly,$0.3527 hourly,$0.7207 hourly,$0.1100 hourly,Microsoft Azure
Standard DS13,DS13-2 v2,56.0 GiB,8 vCPUs,7.00 GiB/vCPU,0,112,$0.7410 hourly,$0.3527 hourly,$0.7207 hourly,$0.1100 hourly,Microsoft Azure
Standard DS13 v2,DS13 v2,56.0 GiB,8 vCPUs,7.00 GiB/vCPU,0,112,$0.7410 hourly,$0.3527 hourly,$0.7207 hourly,$0.1100 hourly,Microsoft Azure
F8ams v6,F8ams v6,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,0,$0.7430 hourly,unavailable,unavailable,$0.2777 hourly,Microsoft Azure
NC8as T4 v3,NC8as T4 v3,56.0 GiB,8 vCPUs,7.00 GiB/vCPU,1X T4,360,$0.7520 hourly,$0.4421 hourly,$0.8101 hourly,$0.1120 hourly,Microsoft Azure
Standard D16as v4,D16as v4,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,128,$0.7680 hourly,$0.4516 hourly,$1.1876 hourly,$0.1504 hourly,Microsoft Azure
Standard D16a v4,D16a v4,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,400,$0.7680 hourly,$0.4516 hourly,$1.1876 hourly,$0.1504 hourly,Microsoft Azure
D16lds v5,D16lds v5,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,600,$0.7680 hourly,$0.4531 hourly,$1.1891 hourly,$0.3760 hourly,Microsoft Azure
Standard D16s v3,D16s v3,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,128,$0.7680 hourly,$0.4580 hourly,$1.1940 hourly,$0.1504 hourly,Microsoft Azure
Standard D16s v4,D16s v4,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,0,$0.7680 hourly,$0.4516 hourly,$1.1876 hourly,$0.1504 hourly,Microsoft Azure
Standard D16s v5,D16s v5,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,0,$0.7680 hourly,$0.4531 hourly,$1.1891 hourly,$0.1504 hourly,Microsoft Azure
Standard D16 v3,D16 v3,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,400,$0.7680 hourly,$0.4580 hourly,$1.1940 hourly,$0.1504 hourly,Microsoft Azure
Standard D16 v4,D16 v4,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,0,$0.7680 hourly,$0.4531 hourly,$1.1891 hourly,$0.1504 hourly,Microsoft Azure
Standard D16 v5,D16 v5,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,0,$0.7680 hourly,$0.4531 hourly,$1.1891 hourly,$0.1504 hourly,Microsoft Azure
DC8 v2,DC8 v2,32.0 GiB,8 vCPUs,4.00 GiB/vCPU,0,400,$0.7680 hourly,$0.6144 hourly,$0.9824 hourly,$0.1136 hourly,Microsoft Azure
Standard DC8s v3,DC8s v3,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,0,$0.7680 hourly,$0.6144 hourly,$0.9824 hourly,$0.1136 hourly,Microsoft Azure
Standard D13,D13,56.0 GiB,8 vCPUs,7.00 GiB/vCPU,0,400,$0.7710 hourly,$0.4645 hourly,$0.8325 hourly,$0.1056 hourly,Microsoft Azure
D13s,D13s,56.0 GiB,8 vCPUs,7.00 GiB/vCPU,0,112,$0.7710 hourly,$0.4645 hourly,$0.8325 hourly,$0.1056 hourly,Microsoft Azure
Standard F16,F16,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,256,$0.7960 hourly,$0.4966 hourly,$1.2326 hourly,$0.1596 hourly,Microsoft Azure
Standard F16s,F16s,32.0 GiB,16 vCPUs,2.00 GiB/vCPU,0,64,$0.7960 hourly,$0.4966 hourly,$1.2326 hourly,$0.1596 hourly,Microsoft Azure
E8as v6,E8as v6,64.0 GiB,8 vCPUs,8.00 GiB/vCPU,0,0,$0.8020 hourly,unavailable,unavailable,$0.1085 hourly,Microsoft Azure
Standard E16ps v5,E16ps v5,128.0 GiB,16 vCPUs,8.00 GiB/vCPU,0,0,$0.8060 hourly,$0.4758 hourly,unavailable,unavailable,Microsoft Azure
Standard D16ads v5,D16ads v5,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,600,$0.8240 hourly,$0.4862 hourly,$1.2222 hourly,$0.1560 hourly,Microsoft Azure
Standard DC16ads v5,DC16ads v5,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,600,$0.8240 hourly,$0.6593 hourly,$1.3953 hourly,$1.0920 hourly,Microsoft Azure
D16ads v6,D16ads v6,64.0 GiB,16 vCPUs,4.00 GiB/vCPU,0,600,$0.8300 hourly,unavailable,unavailable,$0.3915 hourly,Microsoft Azure
Standard B20ms,B20ms,80.0 GiB,20 vCPUs,4.00 GiB/vCPU,0,160,$0.8320 hourly,$0.4869 hourly,$0.5669 hourly,unavailable,Microsoft Azure
Standard NC6,NC6,56.0 GiB,6 vCPUs,9.33 GiB/vCPU,1X K80,340,$0.9000 hourly,unavailable,unavailable,$0.1084 hourly,Microsoft Azure
